Unnamed: 0,sentence,item,type,condition,patient,agent,context_had,target,item_num_original,gpt2_surprisal,gpt2-medium_surprisal,gpt2-large_surprisal,bert-base-uncased_surprisal,bert-large-uncased_surprisal,roberta-base_surprisal,roberta-large_surprisal
216,the stable boy remembered which mule the trader had sold at the busy market.,55,reversal,canonical,mule,trader,The stable boy remembered which mule the trader had,sold,109,7.011289596557617,6.694742679595947,5.312985897064209,5.194316387176514,2.915777444839477,2.692887783050537,4.243392467498779
217,the stable boy remembered which trader the mule had sold at the busy market.,55,reversal,reversed,trader,mule,The stable boy remembered which trader the mule had,sold,109,6.67484188079834,7.6142578125,5.183286190032959,7.707892417907715,8.570272445678711,10.24363613128662,9.372140884399414
218,the stable boy remembered which mule the trader had kicked at the busy market.,55,alternative,alt_reversed,mule,trader,The stable boy remembered which mule the trader had,kicked,109,11.269965171813965,10.778507232666016,12.641511917114258,8.114871978759766,13.414523124694824,13.489477157592772,14.451528549194336
219,the stable boy remembered which trader the mule had kicked at the busy market.,55,alternative,alt_canonical,trader,mule,The stable boy remembered which trader the mule had,kicked,109,12.07299518585205,11.07809352874756,11.33335018157959,10.402091026306152,12.572243690490724,11.823482513427734,11.172295570373535
220,the insect collector observed which spider the bee had stung in the garden.,56,reversal,canonical,spider,bee,The insect collector observed which spider the bee had,stung,111,9.139714121818542,6.5194245567545295,5.733724234160036,13.144372940063477,13.722399711608888,0.408883947879076,0.8530394732952118
221,the insect collector observed which bee the spider had stung in the garden.,56,reversal,reversed,bee,spider,The insect collector observed which bee the spider had,stung,111,9.888765692710876,6.863632421940565,5.218242343049496,9.456929206848145,8.817740440368652,0.2953726425766945,1.3702917397022247
222,the insect collector observed which spider the bee had trapped in the web.,56,alternative,alt_reversed,spider,bee,The insect collector observed which spider the bee had,trapped,111,9.069391250610352,8.503560066223145,6.872072219848633,4.224299907684326,4.526503562927246,2.4395477771759038,4.701873779296875
223,the insect collector observed which bee the spider had trapped in the web.,56,alternative,alt_canonical,bee,spider,The insect collector observed which bee the spider had,trapped,111,9.02939224243164,8.404850006103516,6.846702098846436,5.7056427001953125,3.8427252769470215,2.27560830116272,1.9197115898132324
224,the aquarium owner knew which orca the animal rights activist had freed in the middle of the night.,57,reversal,canonical,animal,activist,The aquarium owner knew which orca the animal rights activist had,freed,114,14.814568519592283,9.401898384094238,9.185832977294922,12.001200675964355,8.025693893432617,9.496886253356934,8.646506309509277
225,the aquarium owner knew which animal rights activist the orca had freed in the middle of the night.,57,reversal,reversed,activist,orca,The aquarium owner knew which animal rights activist the orca had,freed,114,15.759356498718262,10.16236400604248,10.771347045898438,12.689131736755373,10.570428848266602,11.342671394348145,10.31149673461914
226,the aquarium owner knew which orca the animal rights activist had befriended after many visits.,57,alternative,alt_reversed,animal,activist,The aquarium owner knew which orca the animal rights activist had,befriended,114,9.147154409263749,9.194714860845124,9.273843955947086,8.369969367980957,8.314101219177246,0.9955594024359016,2.0205127790468396
227,the aquarium owner knew which animal rights activist the orca had befriended after many visits.,57,alternative,alt_canonical,activist,orca,The aquarium owner knew which animal rights activist the orca had,befriended,114,6.707950749361771,7.814836736244615,8.174613539245911,6.415591239929199,10.55431842803955,0.1454532976204063,0.9730310833365365
228,the principal recorded which stoner the snitch had reported during an assembly.,58,reversal,canonical,stoner,snitch,The principal recorded which stoner the snitch had,reported,115,9.999032974243164,9.12327003479004,8.944623947143555,10.388774871826172,9.805940628051758,10.042120933532717,7.901735782623291
229,the principal recorded which snitch the stoner had reported during an assembly.,58,reversal,reversed,snitch,stoner,The principal recorded which snitch the stoner had,reported,115,8.840975761413574,8.225382804870605,8.430889129638672,10.771831512451172,10.70773983001709,8.612030029296875,7.951844692230225
230,the principal recorded which stoner the snitch had beaten up in the locker room.,58,alternative,alt_reversed,stoner,snitch,The principal recorded which stoner the snitch had,beaten up,115,14.643202304840088,11.866516709327698,12.421817064285278,11.06167984008789,8.418964147567749,9.15502417087555,3.120651353150606
231,the principal recorded which snitch the stoner had beaten up in the locker room.,58,alternative,alt_canonical,snitch,stoner,The principal recorded which snitch the stoner had,beaten up,115,14.747416019439695,9.576059877872469,11.77051329612732,8.607430219650269,7.330090522766113,13.416685998439789,7.154957115650177
232,the butler remembered which chauffeur the millionaire had hired the previous week.,59,reversal,canonical,chauffeur,millionaire,The butler remembered which chauffeur the millionaire had,hired,116,4.591182708740234,2.029186248779297,2.7811617851257324,1.2244793176651,0.8616564869880676,1.254719376564026,1.4333887100219727
233,the butler remembered which millionaire the chauffeur had hired the previous week.,59,reversal,reversed,millionaire,chauffeur,The butler remembered which millionaire the chauffeur had,hired,116,5.572381019592285,4.083545207977295,6.345005512237549,4.575747013092041,8.176612854003906,5.796902179718018,9.708934783935547
234,the butler remembered which chauffeur the millionaire had driven the previous week.,59,alternative,alt_reversed,chauffeur,millionaire,The butler remembered which chauffeur the millionaire had,driven,116,5.187811374664307,4.589476585388184,6.371259689331055,13.706329345703123,8.43149471282959,6.435854911804199,9.817215919494629
235,the butler remembered which millionaire the chauffeur had driven the previous week.,59,alternative,alt_canonical,millionaire,chauffeur,The butler remembered which millionaire the chauffeur had,driven,116,7.36461067199707,6.1729607582092285,6.461933135986328,8.354509353637695,5.328487396240234,5.604869365692139,3.391547441482544
236,the farmhand observed which cow the farmer had milked in the big red barn.,60,reversal,canonical,cow,farmer,The farmhand observed which cow the farmer had,milked,117,7.526522364467382,7.705406025052071,5.996495606377721,1.0463107824325562,0.518306165933609,0.267145472113043,1.7770458683371544
237,the farmhand observed which farmer the cow had milked in the big red barn.,60,reversal,reversed,farmer,cow,The farmhand observed which farmer the cow had,milked,117,8.356276668608189,8.554763533640653,6.749314606189728,1.3763937205076218,0.5881985202431679,2.8479527980089188,4.402117408812046
238,the farmhand observed which cow the farmer had kicked in the big red barn.,60,alternative,alt_reversed,cow,farmer,The farmhand observed which cow the farmer had,kicked,117,12.099774360656738,10.230122566223145,11.860756874084473,10.482860565185549,12.206340789794922,15.743216514587402,15.149222373962402
239,the farmhand observed which farmer the cow had kicked in the big red barn.,60,alternative,alt_canonical,farmer,cow,The farmhand observed which farmer the cow had,kicked,117,11.859241485595703,12.280012130737305,10.857208251953123,10.384111404418944,8.299617767333984,11.088091850280762,10.508035659790039
