item,sentence,condition,target,context_had,gpt2_surprisal,gpt2-medium_surprisal,gpt2-large_surprisal,bert-base-uncased_surprisal,bert-large-uncased_surprisal,roberta-base_surprisal,roberta-large_surprisal
73,the rare bird's behavior was observed by the biologists.,canonical,observed,The rare bird's behavior was,6.231858730316162,6.202129364013672,6.254025459289551,3.26716947555542,2.424227476119995,1.2120951414108276,1.7996704578399658
73,the excited bird watchers were observing the rare eagle.,high-cloze,observing,The excited bird watchers were,11.501165390014648,11.772605895996094,13.315617561340332,4.667300701141357,6.269140243530273,8.142990112304688,5.01853609085083
73,wilson's unreasonable proposal was observing the stars.,low-cloze,observing,Wilson's unreasonable proposal was,21.06305885314941,20.754150390625,20.869285583496094,14.073897361755373,12.46815013885498,16.779254913330078,11.794559478759766
74,stormy weather had been forecasting by the weatherman.,reversed,forecasting,Stormy weather had been,11.503509521484377,11.721380233764648,11.655085563659668,4.147179905325174,7.187183655798435,15.533820152282717,14.431859016418457
74,stormy weather had been forecasted by the weatherman.,canonical,forecasted,Stormy weather had been,12.320737838745115,6.039326429367065,5.334734082221985,0.3069683909416199,0.2391122952103614,0.2124797478318214,0.5155021622776985
74,the weather service had been forecasting snow for the mountain areas.,high-cloze,forecasting,The weather service had been,6.164540767669678,4.90462589263916,3.269592523574829,1.2800269722938538,0.0315237320028245,0.7841115593910217,1.2266957759857178
74,olson's bulging suitcase had been forecasting correctly.,low-cloze,forecasting,Olson's bulging suitcase had been,24.33139038085937,23.19099998474121,21.855199813842773,24.31018877029419,21.716866970062256,26.45663070678711,18.958728790283203
75,the tragic mistake was regretting by erika for many years.,reversed,regretting,The tragic mistake was,21.723164558410645,17.51653504371643,16.696621775627136,9.556646794080734,9.397477060556412,9.0313418507576,12.201869010925293
75,the tragic mistake was regretted years later.,canonical,regretted,The tragic mistake was,14.513266563415527,13.133855819702148,15.064799308776855,10.480585098266602,7.387514591217041,9.436079978942873,10.640398979187012
75,erika was regretting the mistake.,high-cloze,regretting,Erika was,17.43254590034485,18.592872858047485,17.933211028575897,0.0021931226947344,0.0015051921509439,0.052205677027814,0.11499997973442078
75,the library books had been regretting their behavior.,low-cloze,regretting,The library books had been,21.700210332870483,26.33695840835572,22.00061297416687,2.693145094439388,7.582607527379878,5.044158950448036,6.877429276704788
76,the stolen artwork had been seizing without warning.,reversed,seizing,The stolen artwork had been,21.07096290588379,20.40882110595703,21.40823745727539,18.96648025512696,14.951502799987791,23.690452575683597,23.614131927490234
76,the stolen artwork had been seized by the border police.,canonical,seized,The stolen artwork had been,8.817553520202637,8.49868392944336,8.104351043701172,3.431791305541992,3.110789060592652,4.28607177734375,3.722062349319458
76,the police had been seizing shipments of drugs at the border.,high-cloze,seizing,The police had been,13.698976516723633,13.976548194885254,13.811955451965332,11.811054229736328,9.02617073059082,7.836550235748291,2.7199180126190186
76,the grimy pots and pans had been seizing without warning.,low-cloze,seizing,The grimy pots and pans had been,19.96547508239746,19.25230407714844,20.10856437683105,18.864152908325195,18.2287826538086,17.763147354125977,18.943500518798828
77,the value of the jewels was estimating the dealer.,reversed,estimating,The value of the jewels was,18.136756896972656,17.670581817626953,18.76508903503418,2.341029092669487,4.105212340131402,17.888975143432617,17.71173095703125
77,the value of the jewels was estimated by the dealer.,canonical,estimated,The value of the jewels was,6.058060169219971,6.00279426574707,5.649867534637451,6.566736698150635,3.472732782363892,2.901820659637451,4.146966934204102
77,the jewel expert was estimating the value of the diamond.,high-cloze,estimating,The jewel expert was,16.462146759033203,15.28876781463623,15.71702480316162,0.0070086370742501,0.0059464721998665,3.7561697959899902,4.141584396362305
77,the useful new gadget had been estimating professionally.,low-cloze,estimating,The useful new gadget had been,17.609516143798828,20.464174270629883,20.696741104125977,5.735563635826111,1.4341949820518494,31.149139404296875,27.23892593383789
78,larry's note had been scribbling his wife.,reversed,scribbling,Larry's note had been,18.74206924438477,17.816092491149902,17.04206085205078,0.2259796946418646,0.0176302851032232,6.270203784108162,6.357606887817383
78,larry's note had been scribbled with haste.,canonical,scribbled,Larry's note had been,9.10148678906262,8.52390022855252,8.263081312179565,0.0097851248719962,0.005341093379684,0.0092788080219179,0.004391749040223658
78,larry's wife had been scribbling a note to him about dinner plans.,high-cloze,scribbling,Larry's wife had been,16.566590636968613,17.850803604349494,17.529942478984594,0.0041771147225517,0.0280125346671411,0.0043449696386232,0.038276458624750376
78,the broken television had been scribbling his thoughts on a napkin.,low-cloze,scribbling,The broken television had been,21.935641288757324,23.55166244506836,21.60438585281372,0.0201178423012606,0.0013786129002255,0.1067915987223386,0.227143672760576
79,carrie's morning meeting was canceling as expected.,reversed,canceling,Carrie's morning meeting was,19.31443905830384,21.93678569793701,22.057526111602783,15.90546464920044,10.865658640861511,12.201018810272217,13.86369514465332
79,carrie's morning meeting was canceled by the boss.,canonical,canceled,Carrie's morning meeting was,8.93285083770752,8.383045196533203,6.975403785705566,4.618983268737793,4.336629390716553,5.629383087158203,3.7948343753814697
79,carrie had been canceling all of her meetings.,high-cloze,canceling,Carrie had been,17.53836715221405,17.6454416513443,18.49301970005036,1.466018658131361,1.2378637492656708,1.8324160315096376,2.2772979324217886
79,the bubblegum had been canceling as expected.,low-cloze,canceling,The bubblegum had been,18.45389235019684,19.672855854034424,20.184163570404053,18.119981288909912,14.5895357131958,11.009583950042725,13.033610463142395
80,the girl's disease was curing a simple treatment.,reversed,curing,The girl's disease was,13.705371856689451,15.408820152282717,15.156723976135254,2.231407418847084,5.589488193392754,21.682392120361328,15.556378364562988
80,the girl's disease was cured by a simple treatment.,canonical,cured,The girl's disease was,8.11613941192627,9.652777671813965,7.19512939453125,0.9575787782669068,0.7422771453857422,1.340867519378662,1.2407461404800415
80,the foreign doctors were curing hundreds of villagers of malaria.,high-cloze,curing,The foreign doctors were,16.714733123779297,18.06746864318848,17.605379104614258,0.4724170714616775,0.0150574251310899,1.185114502906799,0.5791605114936829
80,billy's unruly hair was curing his cold.,low-cloze,curing,Billy's unruly hair was,20.23360252380371,20.039670944213867,17.15561866760254,6.640767574310303,3.8397135734558105,8.8379545211792,5.498915672302246
81,janet's houseplants were watering too much.,reversed,watering,Janet's houseplants were,13.380657196044922,13.170623779296877,12.276249885559082,14.92739486694336,10.737329483032228,12.555627822875977,9.446557998657227
81,janet's houseplants were watered by her neighbor.,canonical,watered,Janet's houseplants were,11.585444450378418,9.776704788208008,9.458993911743164,11.372000694274902,7.046738624572754,11.396854400634766,5.340091705322266
81,the gardener was watering the plants.,high-cloze,watering,The gardener was,15.94255542755127,16.209186553955078,14.40909194946289,2.108551263809204,1.351557970046997,1.0160679817199707,0.46284520626068115
81,the roast lamb had been watering too much.,low-cloze,watering,The roast lamb had been,18.92928504943848,18.173320770263672,17.020729064941406,13.892426490783691,14.405712127685549,13.361623764038086,11.543882369995117
82,the useful new gadget had been inventing by a bored waiter.,reversed,inventing,The useful new gadget had been,14.918176412582396,18.379271030426025,15.765590906143188,5.550012432038784,8.434534361003898,8.616567373275757,4.077573835849762
82,the useful new gadget had been invented by a bored waiter.,canonical,invented,The useful new gadget had been,6.911853313446045,5.382864475250244,4.633843421936035,4.708593368530273,3.49207615852356,2.333669662475586,0.8457363843917847
82,the resourceful engineers had been inventing tiny new devices.,high-cloze,inventing,The resourceful engineers had been,12.498653819784522,10.880893552675843,10.93810088187456,0.161292202072218,0.2168219676459557,0.3380683567374944,0.2071441548760049
82,the value of the jewels was inventing the digital computer.,low-cloze,inventing,The value of the jewels was,25.65702724456787,26.459588527679443,23.93200445175171,6.808240830898285,5.6611572150141,20.68293046951294,13.514121532440186
83,the phone bill had been paying his roommate.,reversed,paying,The phone bill had been,9.169432640075684,7.532410621643066,7.883683204650879,11.824418067932127,10.435081481933594,10.277721405029297,7.699709892272949
83,the phone bill had been paid quickly.,canonical,paid,The phone bill had been,4.37971830368042,4.190543174743652,4.570895671844482,0.8113563656806946,0.1349059492349624,2.623836040496826,0.6995924115180969
83,juan and perry had been paying too much for their apartment.,high-cloze,paying,Juan and Perry had been,10.78919506072998,11.127305030822754,11.525062561035156,3.888428688049317,8.018961906433105,3.71146821975708,0.41198238730430603
83,"the dark, underwater cave was paying attention to the divers.",low-cloze,paying,"The dark, underwater cave was",17.484817504882812,17.93486785888672,17.556236267089844,1.3175095319747925,7.009481906890869,3.506693124771118,4.5832414627075195
84,the man's signature was forging the lawyers.,reversed,forging,The man's signature was,19.164745330810547,16.701799392700195,17.530961990356445,18.151105403900143,23.83007049560547,14.227422714233398,14.328857421875
84,the man's signature was forged by the lawyers.,canonical,forged,The man's signature was,9.977778434753418,6.436796188354492,8.537646293640137,5.895113945007324,2.2516520023345947,2.478473663330078,0.9840764999389648
84,the con artists were forging the signatures on checks.,high-cloze,forging,The con artists were,16.363271713256836,13.534093856811523,14.392909049987791,0.9762602150440216,0.907328188419342,0.7308024168014526,0.43804118037223816
84,poisonous fumes had been forging very well.,low-cloze,forging,Poisonous fumes had been,21.08587646484375,19.720537185668945,21.1872615814209,14.318415641784668,9.331405878067017,24.935441970825195,22.701446533203125
85,the bank had been robbing two masked men.,reversed,robbing,The bank had been,15.188979148864746,14.613494873046877,14.936908721923828,6.138983885291964,6.579658627510071,3.668879747390747,6.399730205535889
85,the bank had been robbed repeatedly.,canonical,robbed,The bank had been,10.17160987854004,9.700361251831056,9.268692016601562,0.9985945820808412,0.7991524934768677,4.490067958831787,3.5866501331329346
85,the clever burglars had been robbing houses in broad daylight.,high-cloze,robbing,The clever burglars had been,11.366132736206056,11.975187301635742,10.46724796295166,1.7431542170234025,0.9251400508219376,3.336620330810547,2.450183153152466
85,the musical piece was robbing repeatedly.,low-cloze,robbing,The musical piece was,23.60404396057129,22.755334854125977,23.680593490600582,16.9622859954834,15.371573835611343,27.508451461791992,27.945804595947266
86,an urgent message had been sending by the ambassador to the president.,reversed,sending,An urgent message had been,11.20371437072754,10.684992790222168,11.387989044189451,14.354426383972168,13.966595649719238,16.52786636352539,16.52285385131836
86,an urgent message had been sent again.,canonical,sent,An urgent message had been,0.7088657021522522,0.9571371078491212,0.5761363506317139,1.6964244842529297,0.9978240728378296,1.2803186178207395,1.526611566543579
86,the prime minister had been sending urgent messages to her ambassador.,high-cloze,sending,The Prime Minister had been,11.116771697998049,11.091830253601074,11.035324096679688,0.2527250647544861,0.3613424301147461,0.305622786283493,0.5907782912254333
86,the height of the bookcase was sending mixed signals to the carpenter.,low-cloze,sending,The height of the bookcase was,19.36202049255371,18.47191619873047,18.46273422241211,0.2852064073085785,1.185444712638855,0.0552545860409736,0.05999855697154999
87,the sleek new building was designing a team of german architects.,reversed,designing,The sleek new building was,16.986766815185547,17.270647048950195,17.480701446533203,13.71105670928955,13.324921607971191,12.060443878173828,13.838412284851074
87,the sleek new building was designed by a team of german architects.,canonical,designed,The sleek new building was,2.9194014072418213,2.4235520362854004,2.251962900161743,0.0926725044846534,0.0502794720232486,0.0554939843714237,0.18871311843395233
87,a team of architects had been designing the new building.,high-cloze,designing,A team of architects had been,5.331715106964111,6.360793590545654,5.668045997619629,0.7898117303848267,0.7225568890571594,0.9798773527145386,0.2205120325088501
87,the leftover food was designing with flair.,low-cloze,designing,The leftover food was,22.643627166748047,21.802215576171875,21.784603118896484,18.02052497863769,20.45095443725586,24.510950088500977,24.9329833984375
88,the final exams had been grading in school.,reversed,grading,The final exams had been,14.88976764678955,16.206378936767578,13.653809547424316,15.37770938873291,16.276397705078125,13.023947715759276,12.996330261230469
88,the final exams had been graded in school.,canonical,graded,The final exams had been,9.197731018066406,10.057049751281738,8.66665267944336,11.480942726135254,10.62968635559082,7.696493148803711,6.8684587478637695
88,the professor had been grading the final exams until 4 am.,high-cloze,grading,The professor had been,14.137314796447754,14.297894477844238,13.407402992248535,8.990607261657715,5.777801036834717,3.1126437187194824,2.317627191543579
88,the appetizers had been grading iverson's students.,low-cloze,grading,The appetizers had been,20.926794052124023,22.072864532470703,21.6893310546875,21.89691925048828,22.625083923339844,22.60853385925293,17.440547943115234
89,the final destination had been reaching too late.,reversed,reaching,The final destination had been,13.050604820251465,10.809910774230955,12.83265495300293,12.39857578277588,12.691567420959473,15.129261016845703,9.889029502868652
89,the final destination had been reached too late.,canonical,reached,The final destination had been,6.92418098449707,4.266292572021484,6.076144218444824,8.50393295288086,4.79515552520752,5.274385929107666,1.1253498792648315
89,the curious child had been reaching for the cup on the table.,high-cloze,reaching,The curious child had been,13.3064603805542,12.460525512695312,12.090275764465332,0.3277067542076111,0.9133352041244508,1.7274845838546753,1.3839458227157593
89,several spelling errors were reaching too late.,low-cloze,reaching,Several spelling errors were,18.90633583068848,19.50724601745605,22.40771102905273,18.21404457092285,17.099193572998047,20.485002517700195,24.588037490844727
90,a faint light was perceiving by the rescue workers.,reversed,perceiving,A faint light was,17.572157859802246,19.673511385917664,17.492020845413208,0.0523652785341255,0.8675603053816303,2.233022779226303,6.162251174449921
90,a faint light was perceived underwater.,canonical,perceived,A faint light was,10.699456214904783,12.421517372131348,10.73680305480957,14.117364883422852,14.542298316955566,13.379687309265137,10.799558639526367
90,the worried pilot was perceiving a rattling sound in the jet's engine.,high-cloze,perceiving,The worried pilot was,20.736660985276103,21.53360375203192,21.138935087248683,0.0027049431664636,0.0021215779343037,0.0649874277878552,0.17466833675280213
90,a tiny spy camera was perceiving underwater.,low-cloze,perceiving,A tiny spy camera was,22.84247732162476,25.993724822998047,24.62285506725312,0.0093971319729462,0.0032387773244408,3.701933369040489,13.452378153800964
91,the bubblegum had been chewing by the boy.,reversed,chewing,The bubblegum had been,10.994111061096191,9.590754508972168,10.615333557128906,15.830581665039062,12.636159896850586,14.104086875915527,10.301623344421387
91,the bubblegum had been chewed by the boy.,canonical,chewed,The bubblegum had been,13.519261687994003,11.127118105068805,10.048287077341229,9.13308334350586,6.907820701599121,0.0031094463774934,0.001480426697526127
91,the hungry dog had been chewing a bone.,high-cloze,chewing,The hungry dog had been,8.762574195861816,9.572053909301758,9.137877464294434,5.381917953491211,7.925445556640625,5.481315612792969,6.500955104827881
91,carrie's morning meeting was chewing for a long time.,low-cloze,chewing,Carrie's morning meeting was,20.726104736328125,21.77234268188477,22.152294158935547,24.881492614746094,22.62647247314453,20.6879825592041,19.13033103942871
92,martin's tonsils had been removing at the hospital.,reversed,removing,Martin's tonsils had been,11.812539100646973,10.71865177154541,9.81614875793457,16.661659240722656,15.583924293518066,14.151524543762209,12.614131927490234
92,martin's tonsils had been removed at the hospital.,canonical,removed,Martin's tonsils had been,3.252624034881592,3.207594871520996,1.105628252029419,3.563692331314087,0.4078465402126312,0.4289990365505218,0.6844578981399536
92,the surgeon had been removing the cancerous growth.,high-cloze,removing,The surgeon had been,11.534626007080078,9.79443645477295,9.54966926574707,7.671404361724853,4.321706771850586,4.987301349639893,2.5644125938415527
92,the homicide case had been removing at the hospital.,low-cloze,removing,The homicide case had been,19.118120193481445,17.8867244720459,19.63603973388672,23.503198623657227,25.538843154907227,24.92051696777344,25.983688354492188
93,mother theresa's death was mourning millions of people.,reversed,mourning,Mother Theresa's death was,18.15736198425293,15.513264656066896,15.630556106567385,12.158496856689451,5.970636367797852,7.215671062469482,6.5251922607421875
93,mother theresa's death was mourned by millions of people.,canonical,mourned,Mother Theresa's death was,8.915690961293876,7.583372580818832,7.9882544135907665,0.0009493442630628,0.0022068813514124,0.0184502993215573,0.0012382750574033707
93,the black-clad women were mourning the death of their brother.,high-cloze,mourning,The black-clad women were,15.965846061706545,14.645459175109863,14.874086380004885,0.0069948784075677,0.0053108241409063,0.2563917338848114,0.13071781396865845
93,lisa's phone had been mourning the loss of a loved one.,low-cloze,mourning,Lisa's phone had been,20.667505264282227,18.33602523803711,19.95059394836425,0.973080575466156,3.462589979171753,4.121774673461914,1.5563907623291016
94,the bathroom floor had been mopping by a janitor.,reversed,mopping,The bathroom floor had been,18.874845504760746,15.854081153869627,16.473268508911133,12.249269092455506,12.782746424898503,10.076551651582122,12.58600950986147
94,the bathroom floor had been mopped in the past.,canonical,mopped,The bathroom floor had been,14.681649684906006,11.341493099927902,11.497509196400642,0.4439835213124752,0.2757473513484001,0.4441032186150551,0.009190752636641264
94,the school janitor had been mopping the bathroom.,high-cloze,mopping,The school janitor had been,16.935492157936096,14.680411703884602,13.26780105754733,0.0599490236490964,0.0162489211652427,0.2558276341296732,0.2276555021526292
94,an important lesson had been mopping in the past.,low-cloze,mopping,An important lesson had been,23.31974196434021,24.8078556060791,26.29503965377808,16.82140851020813,17.90448522567749,27.852998733520508,25.65856170654297
95,the sin had been confessing by the repentant catholic.,reversed,confessing,The sin had been,17.655810832977295,15.3238659016788,12.212434500455856,5.171983480453491,9.700001955032349,6.090910196304321,4.7046748995780945
95,the sin had been confessed on sunday.,canonical,confessed,The sin had been,10.115683555603027,10.263726234436035,7.750061511993408,7.65660285949707,8.334068298339844,5.548316955566406,6.678402900695801
95,the repentant catholic had been confessing his sins.,high-cloze,confessing,The repentant Catholic had been,13.502151742577553,13.071600642055271,10.970702122431248,0.0458189289056463,0.0907160309579921,0.0768968863412737,0.1727146115154028
95,ten new trees had been confessing on sunday.,low-cloze,confessing,Ten new trees had been,27.676769018173218,23.78359827399254,24.04813557118177,16.896916568279266,22.897250056266785,17.942113876342773,18.21451997756958
96,the strange mystery had been solving the detectives.,reversed,solving,The strange mystery had been,10.839617729187012,9.874192237854004,9.243392944335938,11.355728149414062,9.195619583129885,14.055740356445312,14.842081069946289
96,the strange mystery had been solved at the station.,canonical,solved,The strange mystery had been,2.8372349739074707,2.3439722061157227,0.7216529846191406,0.311775654554367,1.1064703464508057,2.5136873722076416,4.329466342926025
96,the brilliant detective had been solving mysterious crimes for two decades.,high-cloze,solving,The brilliant detective had been,13.529404640197754,12.74697971343994,11.003066062927246,1.1062006950378418,3.1008334159851074,1.138046383857727,0.5231684446334839
96,hathaway's gigantic fortune had been solving at the station.,low-cloze,solving,Hathaway's gigantic fortune had been,19.0999698638916,19.81845474243164,21.72233390808105,23.20646095275879,25.995346069335938,23.245479583740234,24.205284118652344
